iterazione,loss
16550, 0.0008
16600, 0.0008
16650, 0.0008
16700, 0.0008
16750, 0.0008
16800, 0.0007
16850, 0.0007
16900, 0.0007
16950, 0.0007
17000, 0.0007
17050, 0.0007
17100, 0.0007
17150, 0.0007
17200, 0.0007
17250, 0.0007
17300, 0.0007
17350, 0.0007
17400, 0.0006
17450, 0.0006
17500, 0.0015
17550, 0.0014
17600, 0.0013
17650, 0.0012
17700, 0.0011
17750, 0.0010
17800, 0.0010
17850, 0.0010
17900, 0.0009
17950, 0.0009
18000, 0.0009
18050, 0.0009
18100, 0.0009
18150, 0.0009
18200, 0.0008
18250, 0.0008
18300, 0.0008
18350, 0.0008
18400, 0.0008
18450, 0.0008
18500, 0.0008
18550, 0.0008
18600, 0.0008
18650, 0.0008
18700, 0.0008
18750, 0.0008
18800, 0.0015
18850, 0.0016
18900, 0.0014
18950, 0.0013
19000, 0.0012
19050, 0.0011
19100, 0.0011
19150, 0.0010
19200, 0.0010
19250, 0.0009
19300, 0.0009
19350, 0.0009
19400, 0.0009
19450, 0.0009
19500, 0.0008
19550, 0.0008
19600, 0.0008
19650, 0.0008
19700, 0.0008
19750, 0.0008
19800, 0.0008
19850, 0.0008
19900, 0.0008
19950, 0.0008
20000, 0.0007
20050, 0.0007
20100, 0.0007
20150, 0.0007
20200, 0.0007
20250, 0.0007
20300, 0.0007
20350, 0.0007
20400, 0.0007
20450, 0.0007
20500, 0.0007
20550, 0.0007
20600, 0.0007
20650, 0.0006
20700, 0.0006
20750, 0.0014
20800, 0.0016
20850, 0.0014
20900, 0.0013
20950, 0.0012
21000, 0.0012
21050, 0.0011
21100, 0.0011
21150, 0.0010
21200, 0.0010
21250, 0.0009
21300, 0.0009
21350, 0.0009
21400, 0.0009
21450, 0.0009
21500, 0.0008
21550, 0.0008
21600, 0.0008
21650, 0.0008
21700, 0.0008
21750, 0.0008
21800, 0.0008
21850, 0.0008
21900, 0.0008
21950, 0.0008
22000, 0.0007
22050, 0.0007
22100, 0.0007
22150, 0.0007
22200, 0.0007
22250, 0.0007
22300, 0.0007
22350, 0.0007
22400, 0.0007
22450, 0.0007
22500, 0.0007
22550, 0.0007
